progreso,Nothern,21.28,85.84,58,75,10.29
tecoanapa,Nothern,16.52,85.8,67,4,8.99
rio verde de mato grosso,Southern,-18.92,76.21,27,0,3.44
axim,Nothern,4.87,74.21,90,52,7.47
redcliffe,Southern,-27.23,59.95,93,90,8.05
sorgun,Nothern,39.81,55.24,83,0,8.21
constitucion,Southern,-35.33,48.65,79,60,3.36
veseloyarsk,Nothern,51.28,60.37,64,95,4.43
besikduzu,Nothern,41.05,73.4,78,40,2.24
teguise,Nothern,29.06,71.6,83,20,18.34
calvinia,Southern,-31.47,55.51,34,0,9.4
bubaque,Nothern,11.28,80.69,83,100,13.15
atambua,Southern,-9.11,67.82,77,62,6.17
alta floresta,Southern,-9.88,82.36,40,85,4.88
kutum,Nothern,14.2,76.06,65,72,21.36
narsaq,Nothern,60.92,57.2,67,75,10.29
lebork,Nothern,54.54,52.59,81,21,5.82
solano,Nothern,38.23,85.8,33,1,19.46
san vicente,Southern,-26.62,62.11,74,46,3.0
wajima,Nothern,37.4,73.2,79,100,6.4
okha,Nothern,53.57,56.66,64,23,4.05
eureka,Nothern,40.8,64.0,53,11,1.99
tekeli,Nothern,44.83,65.53,28,44,8.61
tiarei,Southern,-17.53,77.0,78,75,6.93
aiken,Nothern,33.58,91.62,41,40,8.05
kaduqli,Nothern,11.02,73.09,84,99,3.89
bodden town,Nothern,19.28,78.55,94,75,3.36
wanlaweyn,Nothern,2.62,74.16,70,60,15.1
dong hoi,Nothern,17.48,81.0,72,34,2.01
port blair,Nothern,11.67,81.37,74,81,3.49
ahipara,Southern,-35.17,58.75,74,7,11.61
